year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2022,Reporter,Moscow State University of Technology (STANKIN),"4,298",26.9,14%,24 : 76,
2022,Reporter,University of Mosul,"48,868",12.0,0%,46 : 54,
2022,Reporter,October University for Modern Sciences and Arts (MSA),"12,202",14.2,3%,50 : 50,
2022,Reporter,Mukogawa Women’s University,"8,440",27.0,0%,100 : 0,
2022,Reporter,Musashino University,"8,867",30.4,7%,59 : 41,
2022,Reporter,Mutah University,"10,993",15.7,17%,45 : 55,
2022,Reporter,Universidad Nacional de Chimborazo,"7,235",13.1,1%,56 : 44,
2022,Reporter,Nagoya University of Commerce & Business,"3,469",29.1,9%,21 : 79,
2022,Reporter,Nakhchivan State University,"6,770",13.1,7%,40 : 60,
2022,Reporter,Nakhon Ratchasima Rajabhat University,"15,126",24.7,1%,70 : 30,
2022,Reporter,Nara Women’s University,"2,600",5.9,4%,100 : 0,
2022,Reporter,Universidad Nacional Agraria La Molina,"7,759",10.5,1%,48 : 52,
2022,Reporter,"State University ""Kyiv Aviation Institute""","13,351",9.8,6%,40 : 60,
2022,Reporter,Indian Institute of Management Mumbai,"1,046",16.1,0%,15 : 85,
2022,Reporter,National University Odessa Law Academy,"10,830",19.1,1%,35 : 65,
2022,Reporter,The National University of Ostroh Academy,"3,207",8.5,1%,60 : 40,
2022,Reporter,National University of Quilmes,"33,979",27.9,2%,54 : 46,
2022,Reporter,"National University of Science and Technology, Oman","3,765",14.4,17%,63 : 37,
2022,Reporter,National Transport University,"7,996",14.2,5%,30 : 70,
2022,Reporter,National University of Mongolia,"20,177",27.9,2%,61 : 39,
2022,Reporter,National University of Water and Environmental Engineering,"4,778",10.7,1%,38 : 62,
2022,Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,"5,174",7.6,9%,26 : 74,
2022,Reporter,NED University of Engineering and Technology,"11,962",22.2,0%,38 : 62,
2022,Reporter,Birmingham Newman University,"2,450",18.1,12%,77 : 23,
2022,Reporter,Nihon Pharmaceutical University,"1,681",19.5,4%,48 : 52,
2022,Reporter,Niigata University of Health and Welfare,"4,281",18.1,0%,52 : 48,
2022,Reporter,University of Niigata Prefecture,"1,118",14.9,2%,78 : 22,
2022,Reporter,University of Northampton,"9,620",16.4,29%,65 : 35,
2022,Reporter,North-Caucasus Federal University,"18,009",8.7,9%,50 : 50,
2022,Reporter,Northern Border University,"15,384",10.9,2%,66 : 34,
2022,Reporter,Northern Technical University,"19,000",23.5,0%,49 : 51,
2022,Reporter,Norwich University of the Arts,"2,230",15.4,13%,62 : 38,
2022,Reporter,Notre Dame University Louaize,"5,054",12.4,12%,40 : 60,
2022,Reporter,University of Nova Gorica,391,3.4,50%,53 : 47,
2022,Reporter,Nueva Granada Military University,"18,541",10.2,0%,46 : 54,
2022,Reporter,October 6 University,"25,910",20.0,2%,48 : 52,
2022,Reporter,Ogarev Mordovia State University,"11,861",11.1,16%,50 : 50,
2022,Reporter,Okayama Prefectural University,"1,811",11.3,1%,53 : 47,
2022,Reporter,Université d’Oran 2 Mohamed Ben Ahmed,"26,883",28.5,1%,47 : 53,
2022,Reporter,Orel State Agrarian University named after N.V. Parahin,"1,786",11.0,15%,40 : 60,
2022,Reporter,ORT Uruguay University,"4,078",6.5,3%,48 : 52,
2022,Reporter,Osaka University of Economics and Law,"3,146",35.9,19%,25 : 75,
2022,Reporter,Osaka Ohtani University,"3,117",22.9,0%,54 : 46,
2022,Reporter,Ostrogradsky National University of Kremenchuk,"3,668",11.8,0%,40 : 60,
2022,Reporter,Universidad Panamericana (UP),"14,568",8.5,1%,49 : 51,
2022,Reporter,Universidad Peruana de Ciencias Aplicadas (UPC),"50,501",19.7,1%,49 : 51,
2022,Reporter,Petersburg State Transport University,"8,674",16.1,12%,34 : 66,
2022,Reporter,University of Petra,"6,828",22.8,30%,57 : 43,
2022,Reporter,Platov South-Russian State Polytechnic University (NPI),"8,862",16.5,7%,23 : 77,
2022,Reporter,Plymouth Marjon University,"1,835",24.5,3%,63 : 37,
2022,Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU),"3,812",5.8,0%,51 : 49,
2022,Reporter,Polytechnic Institute of Setúbal,"7,346",16.8,7%,44 : 56,
2022,Reporter,Pontificia Universidad Católica del Ecuador,"23,313",19.1,1%,57 : 43,
2022,Reporter,Universidad Popular Autónoma del Estado de Puebla,"12,015",13.7,2%,59 : 41,
2022,Reporter,Prefectural University of Hiroshima,"2,684",11.5,3%,63 : 37,
2022,Reporter,Prince Mohammad Bin Fahd University,"3,267",14.1,12%,50 : 50,
2022,Reporter,Princess Nourah bint Abdulrahman University,"28,535",12.3,15%,100 : 0,
2022,Reporter,Prince Sultan University (PSU),"4,772",24.6,15%,56 : 44,
2022,Reporter,"University of Professional Studies, Accra","13,730",43.6,0%,42 : 58,
2022,Reporter,Prydniprovska State Academy of Civil Engineering and Architecture,"3,133",6.1,5%,40 : 60,
2022,Reporter,University of Puthisastra,"1,800",5.7,0%,57 : 43,
2022,Reporter,Pyatigorsk State University,"3,784",13.4,2%,71 : 29,
2022,Reporter,Queen Margaret University,"3,885",19.9,32%,76 : 24,
2022,Reporter,Rajamangala University of Technology Lanna,"14,151",12.3,1%,44 : 56,
2022,Reporter,Ravensbourne,"2,415",24.2,27%,48 : 52,
2022,Reporter,Rawalpindi Medical University,"3,004",9.3,2%,71 : 29,
2022,Reporter,Ritsumeikan Asia Pacific University (APU),"5,403",24.9,52%,52 : 48,
2022,Reporter,The Rockefeller University,239,2.0,33%,44 : 56,
2022,Reporter,Rose Bruford College,665,22.2,19%,59 : 41,
2022,Reporter,Rostov State University of Economics,"20,109",22.9,4%,68 : 32,
2022,Reporter,Royal Academy of Music,870,10.2,47%,50 : 50,
2022,Reporter,Royal Agricultural University,"1,070",19.5,13%,49 : 51,
2022,Reporter,"Royal Central School of Speech and Drama, University of London",990,16.5,35%,67 : 33,
2022,Reporter,Royal College of Art,"2,160",24.0,73%,67 : 33,
2022,Reporter,Royal College of Music,795,9.9,55%,50 : 50,
2022,Reporter,Royal Conservatoire of Scotland,"1,190",10.3,37%,56 : 44,
2022,Reporter,Royal Northern College of Music,860,11.5,31%,49 : 51,
2022,Reporter,Russian University of State for Social (RUSS),"16,309",37.2,18%,64 : 36,
2022,Reporter,Ryazan State Medical University,"6,851",11.8,15%,67 : 33,
2022,Reporter,University of Sadat City,"29,872",34.4,4%,54 : 46,
2022,Reporter,Saint Petersburg State Pediatric Medical University,"5,516",11.4,19%,70 : 30,
2022,Reporter,Saint Petersburg State University of Architecture and Civil Engineering,"10,607",20.1,8%,53 : 47,
2022,Reporter,"Saint Thomas University, Colombia","30,490",16.9,0%,51 : 49,
2022,Reporter,Samara State Medical University,"5,915",7.8,9%,71 : 29,
2022,Reporter,Universidad San Ignacio de Loyola,"21,167",28.0,1%,50 : 50,
2022,Reporter,University of San Martín de Porres,"38,212",21.7,0%,57 : 43,
2022,Reporter,University of Santander,"18,384",21.3,0%,61 : 39,
2022,Reporter,Sapporo Gakuin University,"2,334",21.2,1%,28 : 72,
2022,Reporter,Saratov State Medical University,"7,576",6.9,12%,,
2022,Reporter,Sasin School of Management,284,10.5,5%,40 : 60,
2022,Reporter,Satya Wacana Christian University,"16,522",29.5,0%,53 : 47,
2022,Reporter,Saudi Electronic University,"24,538",33.8,5%,44 : 56,
2022,Reporter,SBS Swiss Business School,"1,480",10.5,58%,45 : 55,
2022,Reporter,Universidad Científica del Sur,"10,204",17.4,1%,64 : 36,
2022,Reporter,Seinan Gakuin University,"8,337",39.0,1%,57 : 43,
2022,Reporter,Seisa Dohto University,843,12.6,9%,28 : 72,
2022,Reporter,Senshu University,"21,512",27.5,3%,34 : 66,
2022,Reporter,University of La Serena,"7,778",21.6,1%,51 : 49,
2022,Reporter,Setsunan University,"8,224",28.3,1%,33 : 67,
2022,Reporter,SGH Warsaw School of Economics,"10,079",31.8,13%,49 : 51,
2022,Reporter,The University of Shiga Prefecture,"2,825",13.8,1%,49 : 51,
2022,Reporter,Shonan Institute of Technology,"2,188",28.8,9%,6 : 94,
2022,Reporter,Shoolini University of Biotechnology and Management Sciences,"3,173",15.4,2%,42 : 58,
2022,Reporter,Shri Mata Vaishno Devi University,"1,683",13.0,0%,49 : 51,
2022,Reporter,Siberian State Industrial University,"6,570",25.8,10%,,
2022,Reporter,Silesian University in Opava,"5,364",21.7,8%,62 : 38,
2022,Reporter,Simón Bolívar University (Colombia),"18,351",19.5,1%,61 : 39,
2022,Reporter,Skolkovo Institute of Science and Technology (Skoltech),"1,062",9.1,18%,30 : 70,
2022,Reporter,Sohar University,"6,025",27.0,2%,80 : 20,
2022,Reporter,Soka University,"6,725",18.2,7%,55 : 45,
2022,Reporter,"Solent University, Southampton","8,835",15.8,26%,45 : 55,
2022,Reporter,Soran University,"4,544",11.3,0%,49 : 51,
2022,Reporter,University of South Santa Catarina (Unisul),"15,301",12.2,1%,60 : 40,
2022,Reporter,Sri Lanka Institute of Information Technology,"10,272",40.6,0%,36 : 64,
2022,Reporter,State University of Bahia,"26,691",12.6,0%,65 : 35,
2022,Reporter,St Luke’s International University,716,8.2,2%,93 : 7,
2022,Reporter,"St Mary’s University College, Belfast",935,23.4,45%,73 : 27,
2022,Reporter,"St Mary’s University, Twickenham","4,700",18.1,18%,56 : 44,
2022,Reporter,Stranmillis University College,"1,360",30.2,18%,82 : 18,
2022,Reporter,Suez University,"16,803",22.7,2%,58 : 42,
2022,Reporter,University of Suffolk,"3,195",16.8,13%,71 : 29,
2022,Reporter,Sugiyama Jogakuen University,"6,126",30.2,1%,100 : 0,
2022,Reporter,Universitas Sumatera Utara,"35,678",34.5,1%,51 : 49,
2022,Reporter,University of Sunderland,"10,810",15.9,34%,59 : 41,
2022,Reporter,University of Taipei,"7,409",15.0,2%,59 : 41,
2022,Reporter,Takushoku University,"9,564",13.7,11%,30 : 70,
2022,Reporter,Tama Art University,"4,672",33.1,10%,69 : 31,
2022,Reporter,Tarbiat Modares University,"8,761",11.3,1%,47 : 53,
2022,Reporter,Tashkent Institute of Finance,"4,365",11.5,1%,35 : 65,
2022,Reporter,Tashkent Institute of Irrigation and Agricultural Mechanisation,"6,022",9.7,4%,21 : 79,
2022,Reporter,Tashkent State Medical University,"5,589",6.0,3%,52 : 48,
2022,Reporter,Tashkent Pediatric Medical Institute,"4,452",8.6,2%,54 : 46,
2022,Reporter,Tashkent Pharmaceutical Institute,"3,141",10.3,14%,70 : 30,
2022,Reporter,Tashkent State University of Economics,"7,952",16.7,0%,25 : 75,
2022,Reporter,Tashkent State University of Law,"4,750",11.0,1%,23 : 77,
2022,Reporter,Tata Institute of Fundamental Research,656,2.5,0%,30 : 70,
2022,Reporter,Tatung University,"4,235",19.5,3%,38 : 62,
2022,Reporter,Technological University of Pereira,"17,036",17.7,0%,43 : 57,
2022,Reporter,Tecmilenio University,"4,665",23.1,2%,44 : 56,
2022,Reporter,Universidad Tecnológica de Bolívar,"6,965",26.3,4%,47 : 53,
2022,Reporter,Instituto Tecnológico de Buenos Aires (ITBA),"3,370",11.6,9%,35 : 65,
2022,Reporter,Tecnológico de Costa Rica,"10,776",14.3,1%,34 : 66,
2022,Reporter,Instituto Tecnológico Metropolitano,"22,998",26.3,1%,56 : 44,
2022,Reporter,Teikyo Heisei University,"10,276",20.0,1%,47 : 53,
2022,Reporter,Temuco Catholic University,"10,329",13.2,1%,60 : 40,
2022,Reporter,Tenri University,"3,074",21.3,3%,34 : 66,
2022,Reporter,East Texas A&M,"7,751",21.2,6%,61 : 39,
2022,Reporter,University of the Thai Chamber of Commerce,"18,754",31.4,7%,55 : 45,
2022,Reporter,The University of Danang,"47,305",26.1,2%,51 : 49,
2022,Reporter,Tikrit University,"32,275",11.7,0%,38 : 62,
2022,Reporter,Togliatti State University,"13,963",28.6,6%,47 : 53,
2022,Reporter,Tohoku Gakuin University,"11,321",36.3,0%,33 : 67,
2022,Reporter,Tokyo University of Foreign Studies,"4,455",17.3,10%,66 : 34,
2022,Reporter,Tokyo University of Technology,"7,836",31.8,4%,33 : 67,
2022,Reporter,Torcuato Di Tella University,"3,852",20.6,5%,43 : 57,
2022,Reporter,Toyama Prefectural University,"1,390",9.7,2%,20 : 80,
2022,Reporter,Trinity Laban Conservatoire of Music and Dance,"1,120",9.3,30%,66 : 34,
2022,Reporter,University of Tripoli,"65,583",20.1,2%,55 : 45,
2022,Reporter,Tsuru University,"3,498",29.6,2%,62 : 38,
2022,Reporter,Turin Polytechnic University in Tashkent,"1,622",23.9,1%,15 : 85,
2022,Reporter,Tver State University,"8,435",15.1,3%,65 : 35,
2022,Reporter,Tver State Technical University,"3,224",7.8,12%,34 : 66,
2022,Reporter,Ubon Ratchathani University,"13,018",18.1,0%,66 : 34,
2022,Reporter,"UEES, Espiritu Santo University","3,078",13.8,25%,49 : 51,
2022,Reporter,Ufa State Petroleum Technological University,"18,937",14.6,7%,38 : 62,
2022,Reporter,Ulyanovsk State University,"10,805",19.8,13%,54 : 46,
2022,Reporter,Ulyanovsk State Technical University,"6,960",11.9,6%,32 : 68,
2022,Reporter,Unichristus,"5,368",16.2,0%,62 : 38,
2022,Reporter,United International University,"4,943",22.6,0%,35 : 65,
2022,Reporter,Universidad del Pacífico Ecuador,575,13.4,3%,44 : 56,
2022,Reporter,Universidade Federal de Jataí (UFJ),"3,954",11.8,0%,61 : 39,
2022,Reporter,Universitas Negeri Surabaya,"25,446",28.2,0%,62 : 38,
2022,Reporter,University of Mostar,"10,171",9.3,14%,69 : 31,
2022,Reporter,University of Namibia,"28,970",22.2,4%,66 : 34,
2022,Reporter,UNNOBA,"8,179",10.9,2%,57 : 43,
2022,Reporter,Urgench State University,"16,650",17.6,6%,58 : 42,
2022,Reporter,Uruk University,"5,021",21.2,0%,54 : 46,
2022,Reporter,Uşak University,"26,008",45.8,12%,40 : 60,
2022,Reporter,Üsküdar University,"10,768",32.6,6%,55 : 45,
2022,Reporter,Universidad UTE,"12,757",19.8,1%,49 : 51,
2022,Reporter,National University of Uzbekistan named after Mirzo Ulugbek,"19,298",15.4,1%,49 : 51,
2022,Reporter,Uzhhorod National University,"13,918",10.3,11%,55 : 45,
2022,Reporter,Valahia University of Targoviste,"5,224",19.1,1%,47 : 53,
2022,Reporter,University of Vale do Itajaí,"13,881",22.6,1%,54 : 46,
2022,Reporter,Varna University of Management,612,16.1,32%,47 : 53,
2022,Reporter,Vila Velha University,"4,972",16.6,1%,53 : 47,
2022,Reporter,Vitebsk State Medical University,"6,651",9.3,15%,73 : 27,
2022,Reporter,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),"26,347",14.4,7%,55 : 45,
2022,Reporter,Volgograd State University,"5,443",10.7,4%,46 : 54,
2022,Reporter,Voronezh State Technical University,"8,358",7.2,6%,39 : 61,
2022,Reporter,Walailak University,"8,329",13.7,0%,73 : 27,
2022,Reporter,University of Wales,5,0.3,28%,31 : 69,
2022,Reporter,University of Wales Trinity Saint David,"8,050",16.8,16%,57 : 43,
2022,Reporter,Western Caspian University,"2,996",10.8,3%,,
2022,Reporter,University of West London,"8,750",15.1,39%,61 : 39,
2022,Reporter,West Ukrainian National University,"9,408",13.7,3%,42 : 58,
2022,Reporter,WHU: Beisheim,"1,669",32.7,31%,31 : 69,
2022,Reporter,University of Winchester,"7,010",15.9,10%,67 : 33,
2022,Reporter,The Women University Multan,"5,055",27.5,0%,100 : 0,
2022,Reporter,University of Worcester,"7,595",17.7,12%,67 : 33,
2022,Reporter,World University of Bangladesh (WUB),"6,673",29.8,0%,13 : 87,
2022,Reporter,Wrexham University,"3,170",18.6,16%,60 : 40,
2022,Reporter,Writtle University College,665,7.8,11%,80 : 20,
2022,Reporter,WSB Academy,"4,137",6.4,33%,49 : 51,
2022,Reporter,Yamaguchi Prefectural University,"1,404",13.0,1%,86 : 14,
2022,Reporter,Yamanashi Gakuin University,"3,678",23.4,8%,30 : 70,
2022,Reporter,Yaşar University,"6,847",13.0,2%,53 : 47,
2022,Reporter,Yenepoya University,"3,104",6.1,0%,67 : 33,
2022,Reporter,Universitas Negeri Yogyakarta,"24,988",20.3,1%,72 : 28,
2022,Reporter,York St John University,"6,030",18.0,8%,66 : 34,
2022,Reporter,Ziauddin University,"4,018",9.3,1%,60 : 40,
